region	chromStart	chromEnd	type	strand	pre	post	description
459	668394	668578	intergenic	\N	Rv0575c	Rv0574c	\N
460	669745	669847	intergenic	\N	Rv0576	Rv0575c	\N
461	671152	671165	intergenic	\N	TB27.3	Rv0576	\N
462	671951	671995	intergenic	\N	PE	TB27.3	\N
463	675916	676237	intergenic	\N	Rv0579	PE	\N
464	676996	677124	intergenic	\N	Rv0580c	Rv0579	\N
465	677616	677709	intergenic	\N	Rv0581	Rv0580c	\N
466	678329	678388	intergenic	\N	lpqN	Rv0582	\N
467	679075	679228	intergenic	\N	Rv0584	lpqN	\N
468	681862	681884	intergenic	\N	Rv0585c	Rv0584	\N
469	684272	684409	intergenic	\N	Rv0586	Rv0585c	\N
470	685926	685927	intergenic	\N	yrbE2B	yrbE2A	\N
471	686815	686820	intergenic	\N	mce2A	yrbE2B	\N
472	693232	693236	intergenic	\N	mce2F	lprL	\N
473	694787	694838	intergenic	\N	Rv0595c	mce2F	\N
474	695485	695667	intergenic	\N	Rv0597c	Rv0596c	\N
475	696903	697153	intergenic	\N	Rv0598c	Rv0597c	\N
476	697800	697903	intergenic	\N	Rv0600c	Rv0599c	\N
477	698410	698523	intergenic	\N	Rv0601c	Rv0600c	\N
478	698994	699037	intergenic	\N	tcrA	Rv0601c	\N
479	699799	699855	intergenic	\N	Rv0603	tcrA	\N
480	700167	700238	intergenic	\N	lpqO	Rv0603	\N
481	701189	701405	intergenic	\N	Rv0605	lpqO	\N
482	702014	702015	intergenic	\N	Rv0606	Rv0605	\N
483	702759	702812	intergenic	\N	Rv0607	Rv0606	\N
484	703199	703243	intergenic	\N	Rv0608	Rv0607	\N
485	704057	704751	intergenic	\N	Rv0610c	Rv0609A	\N
486	705909	705960	intergenic	\N	Rv0611c	Rv0610c	\N
487	706929	706947	intergenic	\N	Rv0613c	Rv0612	\N
488	710850	711005	intergenic	\N	Rv0617	Rv0616c	\N
489	711407	711535	intergenic	\N	galTa	Rv0617	\N
490	713807	714201	intergenic	\N	Rv0621	galK	\N
491	715266	715369	intergenic	\N	Rv0622	Rv0621	\N
492	716317	716409	intergenic	\N	Rv0623	Rv0622	\N
493	717059	717152	intergenic	\N	Rv0625c	Rv0624	\N
494	717893	718024	intergenic	\N	Rv0626	Rv0625c	\N
495	718689	718760	intergenic	\N	Rv0628c	Rv0627	\N
496	719912	720004	intergenic	\N	recD	Rv0628c	\N
497	728306	728582	intergenic	\N	echA3	recC	\N
498	729278	729326	intergenic	\N	Rv0633c	echA3	\N
499	730166	730319	intergenic	\N	Rv0634c	Rv0633c	\N
500	731033	731112	intergenic	\N	Rv0634A	Rv0634c	\N
501	731364	731493	intergenic	\N	Rvnt06	Rv0634A	\N
502	731566	731602	intergenic	\N	Rvnt07	Rvnt06	\N
503	731676	731711	intergenic	\N	rpmG2	Rvnt07	\N
504	731879	731929	intergenic	\N	Rv0635	rpmG2	\N
505	732821	732824	intergenic	\N	Rv0637	Rv0636	\N
506	733325	733523	intergenic	\N	Rvnt08	Rv0637	\N
507	733596	733736	intergenic	\N	secE1	Rvnt08	\N
508	734222	734253	intergenic	\N	nusG	secE1	\N
509	734970	735021	intergenic	\N	rplK	nusG	\N
510	735450	735516	intergenic	\N	rplA	rplK	\N
511	736224	736297	intergenic	\N	mmaA4	rplA	\N
512	737203	737267	intergenic	\N	mmaA3	mmaA4	\N
513	738149	738296	intergenic	\N	mmaA2	mmaA3	\N
514	739160	739326	intergenic	\N	mmaA1	mmaA2	\N
515	740187	740233	intergenic	\N	lipG	mmaA1	\N
516	741139	741150	intergenic	\N	Rv0647c	lipG	\N
517	742617	742718	intergenic	\N	Rv0648	Rv0647c	\N
518	747945	748275	intergenic	\N	rplJ	Rv0650	\N
519	748812	748848	intergenic	\N	rplL	rplJ	\N
520	749929	749999	intergenic	\N	Rv0654	Rv0653c	\N
521	751505	751516	intergenic	\N	mkl	Rv0654	\N
522	752596	752983	intergenic	\N	Rv0656c	mkl	\N
523	753367	753461	intergenic	\N	Rv0657c	Rv0656c	\N
524	753617	753692	intergenic	\N	Rv0658c	Rv0657c	\N
525	754409	754684	intergenic	\N	Rv0659c	Rv0658c	\N
526	755225	755334	intergenic	\N	Rv0661c	Rv0660c	\N
527	758500	758531	intergenic	\N	Rv0664	atsD	\N
528	759309	759806	promoter	+	rpoB	Rv0666	promoter_rpoB
529	763325	763369	intergenic	\N	rpoC	rpoB	\N
530	767320	767683	intergenic	\N	Rv0669c	rpoC	\N
531	769597	769791	intergenic	\N	end	Rv0669c	\N
532	770550	770581	intergenic	\N	lpqP	end	\N
533	771424	771483	intergenic	\N	fadE8	lpqP	\N
534	773112	773122	intergenic	\N	echA4	fadE8	\N
535	774061	774063	intergenic	\N	Rv0674	echA4	\N
536	775574	775585	intergenic	\N	mmpL5	echA5	\N
537	778905	778989	intergenic	\N	Rv0678	mmpS5	\N
538	779487	779542	intergenic	\N	Rv0679c	Rv0678	\N
539	780040	780041	intergenic	\N	Rv0680c	Rv0679c	\N
540	780416	780720	intergenic	\N	Rv0681	Rv0680c	\N
541	781311	781559	promoter	+	rpsL	Rv0681	promoter_rpsL
542	782404	782484	intergenic	\N	fusA1	rpsG	\N
543	784590	784820	intergenic	\N	tuf	fusA1	\N
544	786011	786148	intergenic	\N	Rv0686	tuf	\N
545	786946	787098	intergenic	\N	Rv0687	Rv0686	\N
546	787926	787939	intergenic	\N	Rv0688	Rv0687	\N
547	789411	790023	intergenic	\N	Rv0690c	Rv0689c	\N
548	791666	791830	intergenic	\N	Rv0692	Rv0691c	\N
549	793332	793334	intergenic	\N	lldD1	pqqE	\N
550	794525	794714	intergenic	\N	Rv0695	lldD1	\N
551	795470	795518	intergenic	\N	Rv0696	Rv0695	\N
552	796931	796932	intergenic	\N	Rv0697	Rv0696	\N
553	798372	798832	intergenic	\N	Rv0698	Rv0697	\N
554	799444	799628	intergenic	\N	Rv0699	Rv0698	\N
555	799850	800486	intergenic	\N	rpsJ	Rv0699	\N
556	800792	800808	intergenic	\N	rplC	rpsJ	\N
557	802435	802527	intergenic	\N	rplB	rplW	\N
558	803370	803410	intergenic	\N	rpsS	rplB	\N
559	805106	805109	intergenic	\N	rplP	rpsC	\N
560	806166	806334	intergenic	\N	atsA	rpsQ	\N
561	808698	808745	intergenic	\N	Rv0712	atsA	\N
562	809645	809945	intergenic	\N	Rv0713	Rv0712	\N
563	810887	811372	intergenic	\N	rplN	Rv0713	\N
564	812622	812626	intergenic	\N	rpsN1	rplE	\N
565	812812	812975	intergenic	\N	rpsH	rpsN1	\N
566	813374	813397	intergenic	\N	rplF	rpsH	\N
567	813937	813939	intergenic	\N	rplR	rplF	\N
568	814308	814327	intergenic	\N	rpsE	rplR	\N
569	814990	814992	intergenic	\N	rpmD	rpsE	\N
570	815630	815662	intergenic	\N	sppA	rplO	\N
571	818444	818536	intergenic	\N	Rv0726c	Rv0725c	\N
572	819640	819842	intergenic	\N	fucA	Rv0726c	\N
573	821476	821506	intergenic	\N	xylB	serA2	\N
574	822853	822865	intergenic	\N	Rv0730	xylB	\N
575	823594	823682	intergenic	\N	Rv0731c	Rv0730	\N
576	824639	824799	intergenic	\N	secY	Rv0731c	\N
577	826667	826669	intergenic	\N	mapA	adk	\N
578	827470	827542	intergenic	\N	sigL	mapA	\N
579	828076	828139	intergenic	\N	Rv0736	sigL	\N
580	828892	829206	intergenic	\N	Rv0737	Rv0736	\N
581	829704	830061	intergenic	\N	Rv0738	Rv0737	\N
582	830610	830854	intergenic	\N	Rv0739	Rv0738	\N
583	831661	831775	intergenic	\N	Rv0740	Rv0739	\N
584	832303	832533	intergenic	\N	Rv0741	Rv0740	\N
585	832848	832980	intergenic	\N	PE	Rv0741	\N
586	833508	833885	intergenic	\N	Rv0743c	PE	\N
587	834946	835153	intergenic	\N	Rv0745	Rv0744c	\N
588	835681	835700	intergenic	\N	PE	Rv0745	\N
589	838052	838450	intergenic	\N	PE	PE	\N
590	840856	840946	intergenic	\N	Rv0748	PE	\N
591	841204	841227	intergenic	\N	Rv0749	Rv0748	\N
592	841656	841736	intergenic	\N	Rv0749A	Rv0749	\N
593	841874	842032	intergenic	\N	Rv0750	Rv0749A	\N
594	842278	842346	intergenic	\N	mmsB	Rv0750	\N
595	843231	843241	intergenic	\N	fadE9	mmsB	\N
596	844414	844420	intergenic	\N	mmsA	fadE9	\N
597	845953	846158	intergenic	\N	PE	mmsA	\N
598	847913	848102	intergenic	\N	PPE12	PE	\N
599	850040	850341	intergenic	\N	Rv0755A	PPE12	\N
600	850527	850641	intergenic	\N	Rvnt09	Rv0755A	\N
601	850713	850740	intergenic	\N	Rv0756c	Rvnt09	\N
602	851466	851607	intergenic	\N	phoP	Rv0756c	\N
603	852351	852395	intergenic	\N	phoR	phoP	\N
604	854157	854266	intergenic	\N	Rv0760c	Rv0759c	\N
605	854686	854698	intergenic	\N	adhB	Rv0760c	\N
606	855826	855924	intergenic	\N	Rv0762c	adhB	\N
607	856470	856472	intergenic	\N	Rv0763c	Rv0762c	\N
608	856679	856681	intergenic	\N	cyp51	Rv0763c	\N
609	860710	860911	intergenic	\N	aldA	Rv0767c	\N
610	862381	862411	intergenic	\N	Rv0769	aldA	\N
611	863158	863255	intergenic	\N	Rv0770	Rv0769	\N
612	864574	864585	intergenic	\N	purD	Rv0771	\N
613	867389	867439	intergenic	\N	Rv0774c	ggtA	\N
614	868351	868406	intergenic	\N	Rv0775	Rv0774c	\N
615	869763	870007	intergenic	\N	purB	Rv0776c	\N
616	871426	871430	intergenic	\N	cyp126	purB	\N
617	873292	873342	intergenic	\N	hemH	Rv0779c	\N
618	876390	876817	intergenic	\N	emrB	ptrBb	\N
619	878440	878637	intergenic	\N	Rv0784	emrB	\N
620	879324	879339	intergenic	\N	Rv0785	Rv0784	\N
621	881040	881074	intergenic	\N	Rv0786c	Rv0785	\N
622	882418	882523	intergenic	\N	Rv0787A	Rv0787	\N
623	883434	883450	intergenic	\N	Rv0789c	purQ	\N
624	884050	884071	intergenic	\N	Rv0790c	Rv0789c	\N
625	886646	886718	intergenic	\N	Rv0793	Rv0792c	\N
626	887024	887136	intergenic	\N	Rv0794c	Rv0793	\N
627	888636	889071	intergenic	\N	Rv0795	Rv0794c	\N
628	890333	890387	intergenic	\N	Rv0797	Rv0796	\N
629	893273	893317	intergenic	\N	pepC	Rv0799c	\N
630	894619	894630	intergenic	\N	Rv0801	pepC	\N
631	895628	895819	intergenic	\N	purL	Rv0802c	\N
632	898710	898830	intergenic	\N	Rv0805	Rv0804	\N
633	901330	901634	intergenic	\N	Rv0807	cpsY	\N
634	902024	902110	intergenic	\N	purF	Rv0807	\N
635	903694	903724	intergenic	\N	purM	purF	\N
636	904819	904904	intergenic	\N	Rv0810c	purM	\N
637	905087	905233	intergenic	\N	Rv0811c	Rv0810c	\N
638	906340	906422	intergenic	\N	Rv0812	Rv0811c	\N
639	907292	907337	intergenic	\N	Rv0813c	Rv0812	\N
640	908018	908180	intergenic	\N	sseC2	Rv0813c	\N
641	908483	908484	intergenic	\N	cysA2	sseC2	\N
642	909318	909610	intergenic	\N	thiX	cysA2	\N
643	910842	910971	intergenic	\N	Rv0818	Rv0817c	\N
644	912683	912725	intergenic	\N	phoT	Rv0819	\N
645	913502	913557	intergenic	\N	phoY2	phoT	\N
646	914199	914256	intergenic	\N	Rv0822c	phoY2	\N
647	916311	916476	intergenic	\N	Rv0823c	Rv0822c	\N
648	917646	917733	intergenic	\N	desA1	Rv0823c	\N
649	918750	918911	intergenic	\N	Rv0825c	desA1	\N
650	919553	919633	intergenic	\N	Rv0826	Rv0825c	\N
651	920689	920740	intergenic	\N	Rv0827c	Rv0826	\N
652	921133	921190	intergenic	\N	Rv0828c	Rv0827c	\N
653	921865	921969	intergenic	\N	Rv0830	Rv0829	\N
654	922875	922893	intergenic	\N	Rv0831c	Rv0830	\N
655	923709	923802	intergenic	\N	Rvnt10	Rv0831c	\N
656	923875	923998	intergenic	\N	Rvnt11	Rvnt10	\N
657	924072	924109	intergenic	\N	Rvnt12	Rvnt11	\N
658	924183	924212	intergenic	\N	Rvnt13	Rvnt12	\N
659	924286	924950	intergenic	\N	PE	Rvnt13	\N
660	927610	927836	intergenic	\N	PE	PE	\N
661	930485	930952	intergenic	\N	lpqQ	PE	\N
662	931597	932278	intergenic	\N	Rv0836c	lpqQ	\N
663	932932	933002	intergenic	\N	Rv0837c	Rv0836c	\N
664	934031	934719	intergenic	\N	lpqR	Rv0837c	\N
665	935490	935576	intergenic	\N	Rv0839	lpqR	\N
666	936389	936456	intergenic	\N	pip	Rv0839	\N
667	937317	937592	intergenic	\N	Rv0841	pip	\N
668	937835	938111	intergenic	\N	Rv0842	Rv0841	\N
669	940392	940455	intergenic	\N	narL	Rv0843	\N
670	941106	941189	intergenic	\N	Rv0845	narL	\N
671	942467	942679	intergenic	\N	Rv0846c	Rv0845	\N
672	944194	944342	intergenic	\N	lpqS	Rv0846c	\N
673	944735	944937	intergenic	\N	cysK2	lpqS	\N
674	948468	948558	intergenic	\N	fadD16	Rv0851c	\N
675	949395	949435	intergenic	\N	pdc	fadD16	\N
676	951118	951182	intergenic	\N	Rv0854	pdc	\N
677	951626	951631	intergenic	\N	far	Rv0854	\N
678	952711	952824	intergenic	\N	Rv0856	far	\N
679	953229	953256	intergenic	\N	Rv0857	Rv0856	\N
680	954920	955076	intergenic	\N	fadA	Rv0858c	\N
681	956288	956292	intergenic	\N	fadB	fadA	\N
682	958455	958522	intergenic	\N	ercc3	fadB	\N
683	960151	960341	intergenic	\N	Rv0862c	ercc3	\N
684	962880	962889	intergenic	\N	moaC	Rv0863	\N
685	964294	964311	intergenic	\N	rpfA	moaE2	\N
686	965535	965982	intergenic	\N	moaD2	rpfA	\N
687	966261	966264	intergenic	\N	moaA2	moaD2	\N
688	967733	967897	intergenic	\N	cspB	Rv0870c	\N
689	968305	968423	intergenic	\N	PE	cspB	\N
690	970244	970504	intergenic	\N	fadE10	PE	\N
691	972457	972545	intergenic	\N	Rv0874c	fadE10	\N
692	973706	973805	intergenic	\N	Rv0875c	Rv0874c	\N
693	975937	976074	intergenic	\N	Rv0877	Rv0876c	\N
694	976863	976871	intergenic	\N	PPE13	Rv0877	\N
695	978203	978480	intergenic	\N	Rv0879c	PPE13	\N
696	978756	978933	intergenic	\N	Rv0880	Rv0879c	\N
697	981267	981423	intergenic	\N	serC	Rv0883c	\N
698	982554	982761	intergenic	\N	Rv0885	serC	\N
699	983784	983802	intergenic	\N	fprB	Rv0885	\N
700	985971	987232	intergenic	\N	Rv0888	Rv0887c	\N
701	988705	988739	intergenic	\N	citA	Rv0888	\N
702	989861	989947	intergenic	\N	Rv0890c	citA	\N
703	992596	992597	intergenic	\N	Rv0891c	Rv0890c	\N
704	993455	993852	intergenic	\N	Rv0892	Rv0891c	\N
705	996295	996523	intergenic	\N	Rv0894	Rv0893c	\N
706	997705	997781	intergenic	\N	Rv0895	Rv0894	\N
707	999299	999471	intergenic	\N	gltA2	Rv0895	\N
708	1000767	1000807	intergenic	\N	Rv0897c	gltA2	\N
709	1002415	1002440	intergenic	\N	Rv0898c	Rv0897c	\N
710	1002704	1002811	intergenic	\N	ompA	Rv0898c	\N
711	1003792	1003804	intergenic	\N	Rv0900	ompA	\N
712	1004484	1004500	intergenic	\N	prrB	Rv0901	\N
713	1005841	1005851	intergenic	\N	prrA	prrB	\N
714	1006562	1006692	intergenic	\N	accD3	prrA	\N
715	1008180	1008206	intergenic	\N	echA6	accD3	\N
716	1008938	1008943	intergenic	\N	Rv0906	echA6	\N
717	1010062	1010135	intergenic	\N	Rv0907	Rv0906	\N
718	1014124	1014680	intergenic	\N	Rv0909	ctpE	\N
719	1014860	1014865	intergenic	\N	Rv0910	Rv0909	\N
720	1015300	1015397	intergenic	\N	Rv0911	Rv0910	\N
721	1016171	1016235	intergenic	\N	Rv0912	Rv0911	\N
722	1016685	1017216	intergenic	\N	Rv0913c	Rv0912	\N
723	1018725	1018726	intergenic	\N	Rv0914c	Rv0913c	\N
724	1019965	1020057	intergenic	\N	PPE14	Rv0914c	\N
725	1021329	1021343	intergenic	\N	PE7	PPE14	\N
726	1021643	1022086	intergenic	\N	betP	PE7	\N
727	1023868	1024210	intergenic	\N	Rv0918	betP	\N
728	1025184	1025320	intergenic	\N	Rvnt14	Rv0919	\N
729	1025393	1025496	intergenic	\N	Rv0920c	Rvnt14	\N
730	1026816	1027103	intergenic	\N	Rv0921	Rv0920c	\N
731	1029337	1029512	intergenic	\N	Rv0923c	Rv0922	\N
732	1031864	1031895	intergenic	\N	Rv0925c	mntH	\N
733	1032633	1032709	intergenic	\N	Rv0926c	Rv0925c	\N
734	1033786	1033839	intergenic	\N	Rv0927c	Rv0926c	\N
735	1034631	1034902	intergenic	\N	pstS3	Rv0927c	\N
736	1036015	1036027	intergenic	\N	pstC2	pstS3	\N
737	1039914	1039935	intergenic	\N	pstS2	pknD	\N
738	1041048	1041263	intergenic	\N	pstB	pstS2	\N
739	1042094	1042114	intergenic	\N	pstS1	pstB	\N
740	1043239	1043298	intergenic	\N	pstC1	pstS1	\N
741	1044315	1044316	intergenic	\N	pstA2	pstC1	\N
742	1046020	1046135	intergenic	\N	Rv0938	Rv0937c	\N
743	1050346	1050592	intergenic	\N	Rv0940c	Rv0939	\N
744	1051459	1051543	intergenic	\N	Rv0941c	Rv0940c	\N
745	1052317	1052359	intergenic	\N	Rv0942	Rv0941c	\N
746	1052638	1052695	intergenic	\N	Rv0943c	Rv0942	\N
747	1053736	1053764	intergenic	\N	Rv0944	Rv0943c	\N
748	1054241	1054246	intergenic	\N	Rv0945	Rv0944	\N
749	1055008	1055023	intergenic	\N	pgi	Rv0945	\N
750	1056685	1057302	intergenic	\N	Rv0947c	pgi	\N
751	1057530	1057645	intergenic	\N	Rv0948c	Rv0947c	\N
752	1057963	1058259	intergenic	\N	uvrD1	Rv0948c	\N
753	1060575	1060655	intergenic	\N	Rv0950c	uvrD1	\N
754	1061654	1061963	intergenic	\N	sucC	Rv0950c	\N
755	1063127	1063139	intergenic	\N	sucD	sucC	\N
756	1064051	1064113	intergenic	\N	Rv0953c	sucD	\N
757	1064962	1065126	intergenic	\N	Rv0954	Rv0953c	\N
758	1066038	1066077	intergenic	\N	Rv0955	Rv0954	\N
759	1067445	1067560	intergenic	\N	purN	Rv0955	\N
760	1069776	1069882	intergenic	\N	Rv0958	purH	\N
761	1073273	1073544	intergenic	\N	Rv0960	Rv0959	\N
762	1073928	1074073	intergenic	\N	Rv0961	Rv0960	\N
763	1074421	1074439	intergenic	\N	lprP	Rv0961	\N
764	1075114	1075296	intergenic	\N	Rv0963c	lprP	\N
765	1076097	1076195	intergenic	\N	Rv0964c	Rv0963c	\N
766	1076678	1076777	intergenic	\N	Rv0965c	Rv0964c	\N
767	1077197	1077232	intergenic	\N	Rv0966c	Rv0965c	\N
767	1077835	1077974	intergenic	\N	Rv0967	Rv0966c	\N
768	1078334	1078390	intergenic	\N	Rv0968	Rv0967	\N
769	1078687	1078742	intergenic	\N	ctpV	Rv0968	\N
770	1081684	1081774	intergenic	\N	echA7	Rv0970	\N
771	1085750	1085755	intergenic	\N	accD2	accA2	\N
772	1087345	1087347	intergenic	\N	fadE13	accD2	\N
773	1090175	1090372	intergenic	\N	PE	Rv0976c	\N
774	1093144	1093360	intergenic	\N	PE	PE	\N
775	1094356	1094669	intergenic	\N	Rv0979c	PE	\N
776	1094864	1094885	intergenic	\N	rpmF	Rv0979c	\N
777	1095059	1095077	intergenic	\N	PE	rpmF	\N
778	1096451	1096815	intergenic	\N	mprA	PE	\N
779	1099022	1099065	intergenic	\N	pepD	mprB	\N
780	1101005	1101024	intergenic	\N	mscL	moaB2	\N
781	1101480	1101802	intergenic	\N	Rv0986	mscL	\N
782	1105109	1105115	intergenic	\N	Rv0988	Rv0987	\N
783	1106276	1106404	intergenic	\N	grcC2	Rv0988	\N
784	1107382	1107442	intergenic	\N	Rv0990c	grcC2	\N
785	1108099	1108171	intergenic	\N	Rv0991c	Rv0990c	\N
786	1108504	1108577	intergenic	\N	Rv0992c	Rv0991c	\N
787	1109171	1109271	intergenic	\N	galU	Rv0992c	\N
788	1110192	1110268	intergenic	\N	moeA1	galU	\N
789	1111549	1111611	intergenic	\N	rimJ	moeA1	\N
790	1112223	1112383	intergenic	\N	Rv0996	rimJ	\N
791	1113460	1113510	intergenic	\N	Rvnt15	Rv0996	\N
792	1113583	1114292	intergenic	\N	Rv0997	Rvnt15	\N
793	1114724	1114747	intergenic	\N	Rv0998	Rv0997	\N
794	1115749	1115766	intergenic	\N	Rv0999	Rv0998	\N
795	1116525	1116530	intergenic	\N	Rv1000c	Rv0999	\N
796	1117148	1117184	intergenic	\N	arcA	Rv1000c	\N
797	1118393	1118427	intergenic	\N	Rv1002c	arcA	\N
798	1119939	1120021	intergenic	\N	Rv1003	Rv1002c	\N
799	1120879	1120888	intergenic	\N	Rv1004c	Rv1003	\N
800	1122148	1122221	intergenic	\N	pabB	Rv1004c	\N
801	1123598	1123713	intergenic	\N	Rv1006	pabB	\N
802	1125417	1125443	intergenic	\N	metG	Rv1006	\N
803	1127003	1127088	intergenic	\N	tatD	metG	\N
804	1127883	1128090	intergenic	\N	rpfB	tatD	\N
805	1130105	1130190	intergenic	\N	ispE	ksgA	\N
806	1131111	1131127	intergenic	\N	Rv1012	ispE	\N
807	1131421	1131624	intergenic	\N	pks16	Rv1012	\N
808	1133259	1133332	intergenic	\N	pth	pks16	\N
809	1133908	1133920	intergenic	\N	rplY	pth	\N
810	1134568	1134784	intergenic	\N	lpqT	rplY	\N
811	1135465	1135500	intergenic	\N	prsA	lpqT	\N
812	1136481	1136572	intergenic	\N	glmU	prsA	\N
813	1138060	1138075	intergenic	\N	Rvnt16	glmU	\N
814	1138147	1138314	intergenic	\N	Rv1019	Rvnt16	\N
815	1138908	1138966	intergenic	\N	mfd	Rv1019	\N
816	1143648	1143735	intergenic	\N	lpqU	Rv1021	\N
817	1144467	1144563	intergenic	\N	eno	lpqU	\N
818	1145853	1145857	intergenic	\N	Rv1024	eno	\N
819	1146544	1146560	intergenic	\N	Rv1025	Rv1024	\N
820	1147978	1148426	intergenic	\N	kdpE	Rv1026	\N
821	1151686	1151919	intergenic	\N	kdpF	kdpD	\N
822	1156422	1156425	intergenic	\N	trcS	kdpC	\N
823	1157955	1157962	intergenic	\N	trcR	trcS	\N
824	1158736	1158917	intergenic	\N	Rv1034c	trcR	\N
825	1159307	1159374	intergenic	\N	Rv1035c	Rv1034c	\N
826	1160061	1160094	intergenic	\N	Rv1036c	Rv1035c	\N
827	1160433	1160543	intergenic	\N	esxI	Rv1036c	\N
828	1160828	1160854	intergenic	\N	esxJ	esxI	\N
829	1161151	1161296	intergenic	\N	PPE15	esxJ	\N
830	1162472	1162548	intergenic	\N	PE8	PPE15	\N
831	1163376	1164571	intergenic	\N	Rv1041c	PE8	\N
832	1165499	1165780	intergenic	\N	Rv1043c	Rv1042c	\N
833	1166806	1167052	intergenic	\N	Rv1044	Rv1043c	\N
834	1168554	1168703	intergenic	\N	Rv1046c	Rv1045	\N
835	1169228	1169422	intergenic	\N	Rv1047	Rv1046c	\N
836	1170670	1171037	intergenic	\N	Rv1048c	Rv1047	\N
837	1172153	1172385	intergenic	\N	Rv1049	Rv1048c	\N
838	1172832	1172880	intergenic	\N	Rv1050	Rv1049	\N
839	1173786	1173944	intergenic	\N	Rv1051c	Rv1050	\N
840	1174700	1175722	intergenic	\N	Rv1052	Rv1051c	\N
841	1176286	1176927	intergenic	\N	Rv1054	Rv1053c	\N
842	1177373	1177395	intergenic	\N	Rvnt17	Rv1055	\N
843	1177469	1177627	intergenic	\N	Rv1056	Rvnt17	\N
844	1178392	1179395	intergenic	\N	Rv1057	Rv1056	\N
845	1180577	1180683	intergenic	\N	fadD14	Rv1057	\N
846	1182315	1182390	intergenic	\N	Rv1059	fadD14	\N
847	1183455	1183507	intergenic	\N	Rv1060	Rv1059	\N
848	1183981	1184014	intergenic	\N	Rv1061	Rv1060	\N
849	1184878	1184882	intergenic	\N	Rv1062	Rv1061	\N
850	1186823	1186903	intergenic	\N	lpqV	Rv1063c	\N
851	1187323	1187434	intergenic	\N	Rv1065	lpqV	\N
852	1188393	1188420	intergenic	\N	PE	Rv1066	\N
853	1190424	1190756	intergenic	\N	PE	PE	\N
854	1192148	1192509	intergenic	\N	Rv1069c	PE	\N
855	1195043	1195054	intergenic	\N	echA9	echA8	\N
856	1196092	1196278	intergenic	\N	Rv1072	echA9	\N
857	1197115	1197230	intergenic	\N	Rv1073	Rv1072	\N
858	1198082	1198155	intergenic	\N	fadA3	Rv1073	\N
859	1199373	1199425	intergenic	\N	Rv1075c	fadA3	\N
860	1200370	1200766	intergenic	\N	lipU	Rv1075c	\N
861	1201660	1201716	intergenic	\N	cbs	lipU	\N
862	1203111	1203312	intergenic	\N	pra	cbs	\N
863	1204035	1204066	intergenic	\N	metB	pra	\N
864	1205233	1205303	intergenic	\N	greA	metB	\N
865	1205798	1205983	intergenic	\N	Rv1081c	greA	\N
866	1206418	1206519	intergenic	\N	mca	Rv1081c	\N
867	1209657	1209755	intergenic	\N	Rv1085c	Rv1084	\N
868	1210484	1210594	intergenic	\N	Rv1086	Rv1085c	\N
869	1211383	1211559	intergenic	\N	PE	Rv1086	\N
870	1213863	1214039	intergenic	\N	Rv1087A	PE	\N
871	1214360	1214512	intergenic	\N	PE9	Rv1087A	\N
872	1215131	1215516	intergenic	\N	celA2a	PE10	\N
873	1216054	1216468	intergenic	\N	PE	celA2b	\N
874	1219030	1219247	intergenic	\N	coaA	PE	\N
875	1220186	1220573	intergenic	\N	glyA1	coaA	\N
876	1221854	1221958	intergenic	\N	desA2	glyA1	\N
877	1222786	1222996	intergenic	\N	phoH2	desA2	\N
878	1224298	1224384	intergenic	\N	Rv1096	phoH2	\N
879	1225260	1225262	intergenic	\N	Rv1097c	Rv1096	\N
880	1227565	1227595	intergenic	\N	Rv1099c	fumC	\N
881	1228582	1228682	intergenic	\N	Rv1100	Rv1099c	\N
882	1229384	1229390	intergenic	\N	Rv1101c	Rv1100	\N
883	1230548	1230659	intergenic	\N	Rv1102c	Rv1101c	\N
884	1231291	1231300	intergenic	\N	Rv1104	Rv1103c	\N
885	1231990	1232310	intergenic	\N	Rv1105	Rv1104	\N
886	1232826	1232843	intergenic	\N	Rv1106c	Rv1105	\N
887	1233956	1233965	intergenic	\N	xseB	Rv1106c	\N
888	1236095	1236184	intergenic	\N	lytB2	Rv1109c	\N
889	1237192	1237208	intergenic	\N	Rv1111c	lytB2	\N
890	1238192	1238254	intergenic	\N	Rv1112	Rv1111c	\N
891	1239328	1239415	intergenic	\N	Rv1113	Rv1112	\N
892	1239984	1240186	intergenic	\N	Rv1115	Rv1114	\N
893	1240885	1241002	intergenic	\N	Rv1116	Rv1115	\N
894	1241390	1241632	intergenic	\N	Rv1117	Rv1116A	\N
895	1241956	1241970	intergenic	\N	Rv1118c	Rv1117	\N
896	1242831	1242863	intergenic	\N	Rv1119c	Rv1118c	\N
897	1243504	1243706	intergenic	\N	zwf1	Rv1120c	\N
898	1245107	1245128	intergenic	\N	gnd2	zwf1	\N
899	1247052	1247126	intergenic	\N	ephC	bpoB	\N
900	1248077	1248081	intergenic	\N	Rv1125	ephC	\N
901	1249326	1249329	intergenic	\N	Rv1126c	Rv1125	\N
902	1251404	1251616	intergenic	\N	Rv1128c	ppdK	\N
903	1252972	1253073	intergenic	\N	Rv1129c	Rv1128c	\N
904	1254534	1254554	intergenic	\N	Rv1130	Rv1129c	\N
905	1257313	1257324	intergenic	\N	Rv1132	gltA1	\N
906	1259055	1259066	intergenic	\N	metE	Rv1132	\N
907	1261346	1261921	intergenic	\N	Rv1134	metE	\N
